company_id,company,year,motivators,topic
16,Baosteel,2024,Weakening product differentiation,1
16,Baosteel,2024,Capacity governance,1
16,Baosteel,2024,Green and low-carbon development,0
16,Baosteel,2024,Driving steel consumption,2
16,Baosteel,2024,Regulating capacity replacement,1
16,Baosteel,2024,Stimulating steel consumption,2
16,Baosteel,2024,Net-zero targets,0
6,TataSteelNederland,2022,"Pressure from stakeholders such as shareholders, customers, local residents, and governments to report on non-financial performance.",1
6,TataSteelNederland,2022,Commitment to create value in the long term.,1
6,TataSteelNederland,2022,Opportunity to contribute to a more sustainable world through product development.,1
6,TataSteelNederland,2022,Pressure from increasing sustainability requirements in steel applications.,2
6,TataSteelNederland,2022,Commitment to making production greener and achieving green steel in a clean environment.,2
6,TataSteelNederland,2022,Pressure to reduce CO2 emissions from steel production.,2
6,TataSteelNederland,2023,Award of substantial Dutch and European subsidy in support of decarbonisation research,0
6,TataSteelNederland,2023,Importance placed on decarbonisation work by society,0
6,TataSteelNederland,2023,Legal requirements to reach net zero by 2050 in European countries,0
6,TataSteelNederland,2023,Clear direction from politicians on decarbonisation,0
6,TataSteelNederland,2023,Increased focus from society on decarbonisation,0
6,TataSteelNederland,2023,Obligation to contribute to net zero goals in the future,0
6,TataSteelNederland,2023,Ambition to be carbon neutral by 2045,0
6,TataSteelNederland,2024,European Union's net-zero target by 2050,0
6,TataSteelNederland,2024,Corporate Sustainability Reporting Directive (CSRD),1
6,TataSteelNederland,2024,European Sustainability Reporting Standards (ESRS),1
6,TataSteelNederland,2024,EUROFER's commitment to net-zero by 2050,0
6,TataSteelNederland,2024,Tata Steel Nederland's net-zero target by 2050,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions by 50% by 2030,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce energy consumption by 20% by 2030,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce CO2 emissions by 50% by 2030,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce CO2 emissions by 80% by 2040,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to achieve net-zero by 2040,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce fossil fuel usage,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to transition to low-carbon production,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to invest in low-carbon technologies,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce dependence on fossil fuels,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce reliance on fossil fuels,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to achieve carbon neutrality,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce carbon footprint,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce environmental impact,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from operations,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from production,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from transportation,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from energy consumption,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from industrial processes,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from waste management,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from land use changes,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from product use and end-of-life,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain operations,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain transportation,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain energy consumption,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain industrial processes,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain waste management,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain land use changes,0
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain product use and end-of-life,0
6,TataSteelNederland,2024,Tata Steel Nederland's,0
2,Acerinox,2021,Climate change and energy,1
2,Acerinox,2021,Circular economy,1
2,Acerinox,2021,Water consumption management,1
2,Acerinox,2022,Pressure from emissions-limiting regulations,1
2,Acerinox,2022,Commitment to reduce Scope 1 emissions,0
2,Acerinox,2022,Opportunity to improve energy efficiency,3
2,Acerinox,2022,Incentive to increase renewable energy usage,2
2,Acerinox,2022,Pressure to reduce air emissions of pollutants,0
2,Acerinox,2022,Commitment to manage Scope 1 emissions,0
2,Acerinox,2022,Opportunity to reduce GHG emissions intensity,0
2,Acerinox,2022,Commitment to achieve net-zero targets,0
2,Acerinox,2022,Opportunity to improve energy management,3
2,Acerinox,2022,Incentive to reduce waste generated,0
2,Acerinox,2022,Pressure to divert waste from disposal,0
2,Acerinox,2022,Commitment to manage significant waste-related impacts,0
2,Acerinox,2022,Opportunity to reduce nitrogen oxides (NOx) and sulphur oxides (SOx) emissions,0
2,Acerinox,2022,Incentive to reduce ozone-depleting substances (ODS) emissions,0
2,Acerinox,2022,Pressure to reduce GHG emissions,0
2,Acerinox,2022,Commitment to reduce GHG emissions intensity,0
2,Acerinox,2022,Opportunity to improve waste management practices,0
2,Acerinox,2022,Incentive to reduce waste directed to disposal,0
2,Acerinox,2022,Pressure to reduce GHG emissions in the supply chain,1
2,Acerinox,2022,Commitment to screen new suppliers using environmental criteria,1
2,Acerinox,2022,Opportunity to reduce negative environmental impacts in the supply chain,1
2,Acerinox,2022,Incentive to achieve long-term and short-term strategy or plan to manage Scope 1 emissions,0
2,Acerinox,2023,Decrease in demand,2
2,Acerinox,2023,Setting of 2030 sustainability targets,1
2,Acerinox,2023,Changes in customer preferences,1
2,Acerinox,2023,Sustainability Master Plan - Positive Impact 360º,1
2,Acerinox,2023,Developing premium products that meet more stringent sustainability criteria,1
2,Acerinox,2024,Setting objectives to reduce water consumption,1
2,Acerinox,2024,Implementing water consumption efficiency measures,1
2,Acerinox,2024,Investing in water treatment and recovery plants,1
2,Acerinox,2024,Positive impacts on GHG Reduction are due to the implementation of measures to mitigate climate change,0
2,Acerinox,2024,Integration of sustainability-related performance in incentive schemes,1
2,Acerinox,2024,"Description of the processes to identify and assess material climate-related impacts, risks and opportunities",1
2,Acerinox,2024,Policies related to climate change mitigation and adaptation,1
2,Acerinox,2024,Actions and resources in relation to climate change policies,1
2,Acerinox,2024,Targets related to climate change mitigation and adaptation,1
2,Acerinox,2024,Energy consumption and mix,3
2,Acerinox,2024,"Gross Scopes 1, 2, 3 and Total GHG emissions",0
2,Acerinox,2024,GHG removals and GHG mitigation projects financed through carbon credits,0
2,Acerinox,2024,Anticipated financial effects from material physical and transition risks and potential climate-related opportunities,1
2,Acerinox,2024,Adopting energy efficiency and emissions reduction measures,3
2,Acerinox,2024,"Indirect impact on supply chains, implying potential additional operating costs in inputs and energy prices",1
2,Acerinox,2024,Increasing the consumption of renewable electricity,2
2,Acerinox,2024,Decrease in demand,2
2,Acerinox,2024,Setting of 2030 sustainability targets,1
2,Acerinox,2024,Changes in customer preferences,1
2,Acerinox,2024,Sustainability Master Plan - Positive Impact 360º,1
2,Acerinox,2024,Decarbonization plan and setting of carbon intensity targets,0
2,Acerinox,2024,Developing premium products that meet more stringent sustainability criteria (ECO ACX),1
2,Acerinox,2024,Stimulus measures,3
2,Acerinox,2024,Products and services,1
2,Acerinox,2024,Increased steel demand due to the development of new technologies and products for the energy transition,2
2,Acerinox,2024,Increasing demand for more sustainable products,1
2,Acerinox,2024,Sustainability Master Plan. Positive Impact 360º,1
2,Acerinox,2024,Resource efficiency,3
2,Acerinox,2024,Improving energy efficiency,3
2,Acerinox,2024,Reduction of operating costs,3
2,Acerinox,2024,Energy sources,3
2,Acerinox,2024,Use of renewable or low-carbon energy,2
2,Acerinox,2024,Improving business sustainability,1
3,Outokumpu,2013,Climate change (SR p. 22),1
3,Outokumpu,2013,Customers (SR p. 49),4
3,Outokumpu,2013,Product properties (SR p. 6),1
3,Outokumpu,2013,Safe use of stainless (SR p. 9),2
3,Outokumpu,2013,Diversity and equal rights (SR p. 38),4
3,Outokumpu,2013,Climate change risks (SR p. 23–24),1
3,Outokumpu,2013,Sustainable supply chain (SR p. 32),1
3,Outokumpu,2013,Biodiversity (SR p. 30),4
3,Outokumpu,2013,Our people (SR p. 34),4
3,Outokumpu,2013,Goals and results (SR p. 38),4
3,Outokumpu,2013,"Operational risks (AR, p. 124)",1
3,Outokumpu,2013,Training and development (SR p. 40),6
3,Outokumpu,2013,Local communities (SR p. 51-53),4
3,Outokumpu,2013,Energy efficiency (SR p. 19),3
3,Outokumpu,2013,Risks and uncertainties (AR p. 121–124),1
3,Outokumpu,2014,Climate change risks (SR p. 26–28),1
3,Outokumpu,2014,Voluntary charters and other initiatives,4
3,Outokumpu,2014,Associations and federations (SR p. 56),4
3,Outokumpu,2014,Product perspective (SR p. 8),1
3,Outokumpu,2014,Energy efficiency (SR p. 22),3
3,Outokumpu,2014,Memberships in associations (SR p. 56–57),4
3,Outokumpu,2014,Risks and stakeholders (SR p. 50),4
3,Outokumpu,2014,Identification and selection of stakeholders (SR p. 50),4
3,Outokumpu,2014,Approaches to stakeholder engagement (SR p. 50–59),4
3,Outokumpu,2014,Sustainable supply chain (SR p. 36),1
3,Outokumpu,2014,Communication and cooperation (SR p. 46),4
3,Outokumpu,2014,Investors and analysts (SR p. 53),4
3,Outokumpu,2014,Local communities (SR p. 54),4
3,Outokumpu,2014,Climate change (SR p. 25),1
3,Outokumpu,2014,"CEO's foreword (SR p. 1), Compliance (SR p. 45)",1
3,Outokumpu,2014,Local communities (SR p. 54–55),4
3,Outokumpu,2023,Decarbonizing across the value chain,0
3,Outokumpu,2023,Accelerating the circular economy,1
3,Outokumpu,2023,Fostering a sustainable supply chain,1
3,Outokumpu,2023,Team work towards our targets,0
3,Outokumpu,2023,Always working safely,1
3,Outokumpu,2024,Competitive advantage in low-carbon stainless steel,2
3,Outokumpu,2024,Nature of its key activity (energy-intensive),3
7,Celsa,2020,Pressure from the European Union's deadline for net-zero targets,0
7,Celsa,2020,Commitment to being a benchmark for the sector,1
7,Celsa,2020,Opportunity to be Net Positive Carbon by 2040,0
7,Celsa,2020,Commitment to successfully complete ambitious decarbonisation milestones,0
7,Celsa,2020,Pressure to reduce CO2 emissions by 55% in 2025,0
7,Celsa,2020,Commitment to increasing energy efficiency by 30%,3
7,Celsa,2020,Commitment to achieving zero residue,0
7,Celsa,2020,Commitment to being a company more committed to society and the planet,1
7,Celsa,2020,Commitment to building a company for future generations,1
7,Celsa,2023,Compliance with current regulations and national/international frameworks,1
7,Celsa,2023,Firm commitment to ethics and transparency of operations,1
7,Celsa,2023,Integrity,1
7,Celsa,2023,Transparent disclosure of information,1
7,Celsa,2023,Development of applicable laws and regulations,1
7,Celsa,2023,Responsibility to comply with existing regulations and global frameworks,1
7,Celsa,2023,Governance aspects,1
7,Celsa,2023,Social aspects,1
7,Celsa,2023,Environmental aspects,1
7,Celsa,2023,Societal aspects,1
1,ArcelorMittal,2013,Commitment to having all steel operations certified to internationally recognised environmental management systems,2
1,ArcelorMittal,2013,Pressure to consider environmental impacts over the entire lifetime of the steel produced,2
1,ArcelorMittal,2013,Opportunity to maximise environmental benefits through focused investment,0
1,ArcelorMittal,2014,"A world that is still recovering from the after-effects of a major economic crisis, where demand for steel reduced significantly in the developed nations and has still in some countries not reached pre-crisis levels;",2
1,ArcelorMittal,2014,"A world where China has emerged as the largest producer and consumer and, increasingly, a major exporter;",2
1,ArcelorMittal,2014,A more competitive world with an increasing focus on sustainability where our customers’ demands for more sophisticated grades of steel are increasing;,2
1,ArcelorMittal,2014,Regulations relating to carbon emissions;,1
1,ArcelorMittal,2014,Lower carbon future;,0
1,ArcelorMittal,2014,"Energy usage, thereby reducing both CO2 emissions and costs;",3
1,ArcelorMittal,2014,Managing and monitoring the non-financial aspects of our business at the local level;,1
1,ArcelorMittal,2014,Responding effectively and transparently to global sustainability trends;,1
1,ArcelorMittal,2014,Energy usage,3
1,ArcelorMittal,2016,Bringing in more economic drivers to reduce GHG emissions,0
1,ArcelorMittal,2016,Building capacity for conservation efforts to reduce GHG emissions,0
1,ArcelorMittal,2016,STEM education to develop skills for a low-carbon future,0
1,ArcelorMittal,2016,Working with partners to achieve decarbonisation goals,0
1,ArcelorMittal,2016,Return value to stakeholders through decarbonisation efforts,0
1,ArcelorMittal,2016,Long-term partnerships to address climate change,0
1,ArcelorMittal,2016,Leverage partnerships to return value to stakeholders in a low-carbon future,0
1,ArcelorMittal,2018,The Paris Agreement,0
1,ArcelorMittal,2018,Renewable energy technology development,2
1,ArcelorMittal,2018,Public investment and production subsidies,0
1,ArcelorMittal,2018,Priority access to affordable renewable energy,2
1,ArcelorMittal,2018,Funding to support technological development,2
1,ArcelorMittal,2018,Reputational risks,1
1,ArcelorMittal,2018,Regulatory risks,1
1,ArcelorMittal,2018,The need to reduce carbon footprint in line with the Paris Agreement,0
1,ArcelorMittal,2018,The need to reform the way primary steel is made to reduce emissions,2
1,ArcelorMittal,2018,The challenge of reducing the carbon footprint of steelmaking,2
1,ArcelorMittal,2018,The need to achieve drastic reductions of carbon emissions,0
1,ArcelorMittal,2018,The need to transition to low-carbon steelmaking,2
1,ArcelorMittal,2018,The need to develop research and development programs to reduce emissions,0
1,ArcelorMittal,2018,The need to follow the state of knowledge on climate change closely,1
1,ArcelorMittal,2019,Technology makes encouraging progress and is potentially ready for significant deployment within 10-20 years,2
1,ArcelorMittal,2019,Access to sufficient and affordable clean energy in supportive countries/regions,0
1,ArcelorMittal,2019,Regions with more active climate legislation ensure,1
1,ArcelorMittal,2019,"Even in jurisdictions actively providing financial support to develop and roll out low-emissions technologies, the steel industry will need further support",2
1,ArcelorMittal,2019,"Without effective mechanisms to offset the structurally higher operating costs of deploying these technologies, and affordable access to the clean energy they need, the steel industry will be unable to make the necessary shift needed to meet the goals of the Paris Agreement",2
1,ArcelorMittal,2019,The Company is exposed to the risk of frameworks and regulations being adopted that are ill-adapted to its operations,1
1,ArcelorMittal,2019,"If the metrics adopted in the taxonomy are not appropriate for the Company or if investors begin to view investments in steel and mining as undesirable, it may become more difficult and/or more expensive for the Company to obtain financing",2
1,ArcelorMittal,2019,The world needs to find a new way of doing things that enables further economic and social development while minimising environmental damage,1
1,ArcelorMittal,2019,Success in reducing the carbon footprint of steel requires finding new ways to make steel in a less emissions-intensive process,2
1,ArcelorMittal,2019,"The industrialisation of the world has been powered by fossil fuels, and the steel industry has involved using coal-based products, such as coke, to reduce iron ore in the blast furnace",2
1,ArcelorMittal,2019,The large volumes of steel produced globally mean that the industry emits over three gigatons of CO 2 annually,2
1,ArcelorMittal,2019,"We are committed to the objectives of the Paris Agreement and I want to reassure our stakeholders that we will do our best to contribute effectively to a low-carbon world and, in doing so, help them manage their own risks and ambitions",0
1,ArcelorMittal,2019,We need to develop breakthrough low-emissions steelmaking technologies,2
1,ArcelorMittal,2019,"We are working on the technologies for several potential pathways including circular carbon and clean power, and these underpin our ambition to significantly reduce our carbon footprint by 2050",0
1,ArcelorMittal,2019,"Steel is integral to the fabric of modern society, and a key enabler of many of the new technologies and clean infrastructure solutions that will deliver the circular economy of the future",2
1,ArcelorMittal,2019,"Already, when used in a range of today’s sustainable applications, such as offshore wind turbines, lightweight electric vehicles and low-energy buildings, steel achieves emissions reductions that are estimated to outweigh emissions associated with its production by a ratio of six to one",2
1,ArcelorMittal,2020,Reassuring customers on sustainability performance,1
1,ArcelorMittal,2020,Addressing the climate challenge,1
1,ArcelorMittal,2020,Reaching net zero by 2050,0
1,ArcelorMittal,2020,Doubling the number of women managers by 2030,6
1,ArcelorMittal,2020,Right market conditions to create a level playing field between steelmakers,2
1,ArcelorMittal,2020,Supportive policy for a low-emission steel industry,2
1,ArcelorMittal,2020,Opportunities for steel to be the material of choice for a low-carbon world,2
1,ArcelorMittal,2020,Opportunities for infrastructure required for the transition to a low-carbon economy,0
1,ArcelorMittal,2020,Pressure to intensify efforts to decarbonise as an industry,0
1,ArcelorMittal,2020,Pressure to achieve net zero targets,0
1,ArcelorMittal,2020,Pressure to make difficult economic decisions due to harsh business environment of Covid-19,3
1,ArcelorMittal,2021,New Group target of a 25% reduction in CO 2 e emissions intensity by 2030,0
1,ArcelorMittal,2021,$565 million allocated to 40 projects with environmental benefits,0
1,ArcelorMittal,2021,XCarb TM steel transformation programme,2
1,ArcelorMittal,2021,Government support for decarbonization technologies,0
1,ArcelorMittal,2021,Public funding covering 50% of the total cost of decarbonization,0
1,ArcelorMittal,2021,Renewable energy certificates,2
1,ArcelorMittal,2021,Direct power purchase agreements (PPA) with suppliers from renewables projects,2
1,ArcelorMittal,2021,Climate-friendly policies in Europe and other jurisdictions,1
1,ArcelorMittal,2021,Stringent GHG reduction requirements,0
1,ArcelorMittal,2021,Net-zero targets and climate ambition,0
1,ArcelorMittal,2021,Climate Action Report 2 aligned with TCFD and Climate Action 100+,0
1,ArcelorMittal,2021,ResponsibleSteel TM certification,2
1,ArcelorMittal,2021,Commitment to IRMA,0
1,ArcelorMittal,2021,Commitment to avoid “carbon leakage”,0
1,ArcelorMittal,2021,Compensation for the significantly higher costs of decarbonization,0
1,ArcelorMittal,2021,Partnership approach with local communities to address issues affecting them and their environment,0
1,ArcelorMittal,2021,Decarbonization roadmap to net zero,0
1,ArcelorMittal,2021,Five levers to increase the amount of clean electricity consumed,2
1,ArcelorMittal,2021,Purchasing renewable energy certificates and direct power purchase agreements (PPA) with suppliers from renewables projects,2
1,ArcelorMittal,2022,Potential energy shortages,3
1,ArcelorMittal,2022,Increased risk of financial exposure,1
1,ArcelorMittal,2022,More stringent GHG reduction requirements,0
1,ArcelorMittal,2022,Public funding covering 50% of the total cost of decarbonization,0
1,ArcelorMittal,2022,Governmental and societal support for decarbonization,0
1,ArcelorMittal,2022,Regulatory environment and business environment evolving,1
1,ArcelorMittal,2022,Predictability of the regulatory environment and business environment,1
1,ArcelorMittal,2022,Inflation Reduction Act in the United States,3
1,ArcelorMittal,2022,EU net Zero Industry Act,0
1,ArcelorMittal,2022,Renewable energy becoming more competitive,2
1,ArcelorMittal,2022,Climate-friendly policies in other regions,1
1,ArcelorMittal,2022,Net-zero targets,0
1,ArcelorMittal,2022,Net-zero economy,0
1,ArcelorMittal,2022,GHG reduction requirements,0
1,ArcelorMittal,2023,"Decrease of steel demand compared to business as usual, due to increased material efficiency and product lifetimes, and increased circularity.",2
1,ArcelorMittal,2023,"Transition to a low-carbon economy brings opportunities for growth in emerging economies like India, due to the expansion of their infrastructure, and in key markets associated with clean technologies (e.g. wind turbines, solar panels and electric vehicles).",0
1,ArcelorMittal,2023,"Restrictions on clean energy scalability, which can have significant impacts on our decarbonisation costs in some regions.",0
1,ArcelorMittal,2023,Climate and industrial policies between regions not being aligned may lead to carbon leakage.,1
1,ArcelorMittal,2023,"Economic developments, uncertainties over the pace of transition to low-emission technologies, political and environmental actions that will be taken to meet the carbon reduction goals, regulatory changes and emissions activity arising from climate-related matters.",0
1,ArcelorMittal,2023,Competition from other materials and alternative steel-based technologies could reduce market prices and demand for steel products and thereby reduce ArcelorMittal’s cash flows and profitability.,2
1,ArcelorMittal,2023,"A fair competitive landscape that accounts for the global nature of the steel market, ensuring domestic production and imports are subject to equivalent GHG reduction regulations and incentives, such as a fairly and internationally applied Emissions Trading Scheme (ETS).",2
1,ArcelorMittal,2023,Financial support to innovate and make long-term investments and neutralize the higher operating costs of low and zero carbon-emissions steelmaking.,2
1,ArcelorMittal,2023,Access to sufficient clean energies at affordable price levels.,0
1,ArcelorMittal,2023,Incentives to encourage the consumption of low- and zero-carbon emissions steel over higher carbon emissions steel.,2
1,ArcelorMittal,2023,Creation of clear definitions for low-carbon emissions physical steel to support the steel industry in its transition to net-zero by 2050.,2
1,ArcelorMittal,2023,Public funding covers 50% of the total cost of decarbonization (capital expenditures and higher operating expenses) so that the Company and industry are not rendered uncompetitive during this transition period.,0
1,ArcelorMittal,2024,Uncertainties over the pace of transition to low-emission technologies,0
1,ArcelorMittal,2024,Political and environmental actions to meet carbon reduction goals,1
1,ArcelorMittal,2024,Regulatory changes and emissions activity arising from climate-related matters,1
1,ArcelorMittal,2024,Development of low emissions technologies,0
1,ArcelorMittal,2024,Need for more stringent global GHG reduction requirements,0
1,ArcelorMittal,2024,Implications of the net-zero path on future taxable profits expectations,0
1,ArcelorMittal,2024,Construction of DRI and EAF facilities,2
1,ArcelorMittal,2024,Timing of the introduction of GHG reduction requirements and supportive policies,0
1,ArcelorMittal,2024,Achievement of carbon neutrality by 2050,0
1,ArcelorMittal,2024,Introduction of GHG reduction requirements and supportive policies in applicable jurisdictions,0
1,ArcelorMittal,2025,Pressure from science to adapt to the pace of change demanded by climate crisis.,1
1,ArcelorMittal,2025,Pressure from markets to remain aligned with decarbonisation.,0
1,ArcelorMittal,2025,Pressure from society to act on climate change.,1
1,ArcelorMittal,2025,Risk to future relevance if ArcelorMittal does not lead the transition.,2
1,ArcelorMittal,2025,Risk that delaying climate action may prove more costly than committing to it.,0
1,ArcelorMittal,2025,"Opportunity for ArcelorMittal to lead the transition with its scale, capital, and technical expertise.",2
1,ArcelorMittal,2025,Opportunity for investment and innovation to drive decarbonisation in steel.,2
1,ArcelorMittal,2025,Commitment to long-term competitiveness in a decarbonising world.,0
1,ArcelorMittal,2025,Commitment to strategic vision for economic viability in a decarbonising world.,0
1,ArcelorMittal,2025,Incentive to act on climate change to avoid worsening the state of the climate and the planet.,0
1,ArcelorMittal,2025,Incentive to move forward with decarbonisation to remain competitive.,0
15,NipponSteel,2014,Regulatory reforms,1
15,NipponSteel,2014,Improvements,2
15,NipponSteel,2014,Targets and achievements,0
15,NipponSteel,2014,Pressure to prevent environmental accidents,1
15,NipponSteel,2014,Development of environmental and energy solutions,0
15,NipponSteel,2014,Creation of a low-carbon society,0
15,NipponSteel,2014,Action plans for a low-carbon society,0
15,NipponSteel,2017,Adoption of the Paris Agreement,0
15,NipponSteel,2017,Plan to cut greenhouse gas emissions in Japan,0
15,NipponSteel,2017,Theoretically infinite recycling of steel,2
15,NipponSteel,2017,Steel production at the world’s top-class energy efficiency,2
15,NipponSteel,2017,Improved fuel economy and reduced CO2 emissions,0
15,NipponSteel,2018,"Concerning collection of waste plastics and other ways, only an increase in the collected volume compared to fiscal 2005 is counted as the amount of reduction in emissions.",0
15,NipponSteel,2018,The primary focus is on a 3 million ton reduction in CO 2 emissions by steelmakers’ own initiatives for efficient use of energy and other ways.,2
15,NipponSteel,2018,"The United Nations has adopted the Sustainable Development Goals (SDGs) and the Paris Agreement has entered into force, which have reinforced corporate responsibility to contribute to the achievement of a sustainable society.",1
15,NipponSteel,2018,"Contributing to the achievement of a sustainable society (SDGs) bases, so that we can steadily deliver unrivaled high-end steel materials with superior resistance to corrosion, high temperature, products and solutions to customers and aim at enhancing cost competitiveness.",2
15,NipponSteel,2018,"Being a company with integrity and reliability is one of our underlying objectives, in addition to generating profit and making sustainable growth through our daily operations.",1
15,NipponSteel,2018,We will continuously work at appropriate risk management and implement solutions to reduce environmental burden with due consideration to the situation at each point of operation.,1
15,NipponSteel,2018,"We comply with laws and regulations, adapt to ordinances, bylaws, and standards, and carry out measures to reduce environmental burden with due consideration to the situation at each point of operation.",1
15,NipponSteel,2018,"We will keep reminding ourselves that environmental risk management, including prevention of unexpected events and accidents, is one of our overriding concerns for our sustainable operations.",1
15,NipponSteel,2019,Commitment to maximize the potential of steel as a material and providing competitive products and solutions.,2
15,NipponSteel,2019,Commitment to sustainable social development.,1
15,NipponSteel,2019,Commitment to integrity and reliability in actions.,1
15,NipponSteel,2019,Pressure to cope with risks of demand shifts to other products and services that benefit society.,1
15,NipponSteel,2019,"Opportunity to contribute to sustainable global growth on the strengths of advanced technologies, products and solutions.",2
15,NipponSteel,2019,Opportunity to be the frontrunner in the world in automation of steelmaking lines and technologies in energy saving and high-grade steel production.,2
15,NipponSteel,2019,Commitment to profit from global demand in steel.,2
15,NipponSteel,2019,"Commitment to the JISF's goal of realizing ""zero-carbon"" steel.",2
15,NipponSteel,2019,"Commitment to the concept of the Environment, Social, and Governance (ESG).",1
15,NipponSteel,2019,Commitment to the very existence and growth of the company.,1
15,NipponSteel,2019,Commitment to the base that supports the very existence and growth of the company.,1
15,NipponSteel,2019,Opportunity to contribute to global environmental improvement.,1
15,NipponSteel,2019,Commitment to the importance of integrity and reliability in actions.,1
15,NipponSteel,2019,Commitment to the maintenance and improvement of corporate value.,1
15,NipponSteel,2019,Commitment to the concept of sustainable development.,1
15,NipponSteel,2019,Commitment to the Sustainable Development Goals.,1
15,NipponSteel,2019,Opportunity to change the demand for steel as a material.,2
15,NipponSteel,2019,Opportunity to develop more light-weighted steel with much higher strength.,2
15,NipponSteel,2019,Opportunity to combine strength of steel with other materials.,2
15,NipponSteel,2019,Opportunity to develop and provide total solutions that incorporate usage and processing technology.,2
15,NipponSteel,2019,Opportunity to make the most of steel as a material.,2
15,NipponSteel,2019,Commitment to the Management Principles.,1
15,NipponSteel,2019,Commitment to the execution and follow-up of ESG initiatives.,1
15,NipponSteel,2019,Commitment to the assessment of outcome through Key Performance Indicators (KPI).,1
15,NipponSteel,2019,Opportunity to contribute to sustainable social development.,1
15,NipponSteel,2019,"Opportunity to contribute to the concept of the Environment, Social, and Governance (ESG).",1
15,NipponSteel,2019,Opportunity to contribute to the very existence and growth of the company.,1
15,NipponSteel,2019,Opportunity to contribute to the base that supports the very existence and growth of the company.,1
15,NipponSteel,2020,Setting of individual companies’ goals on CO 2 emission reduction,0
15,NipponSteel,2020,R&D related to low CO 2 emission technologies,0
15,NipponSteel,2020,"Implementation of vision for climate change mitigation, “A challenge towards Steel and R&D and technology adoption related to low CO 2 emission”",2
15,NipponSteel,2020,Curbing of CO 2 emissions,0
15,NipponSteel,2020,99% recycling of by-products,1
15,NipponSteel,2020,The world’s top-class energy efficiency,3
15,NipponSteel,2020,The top-runner approach in many steelworks,2
15,NipponSteel,2020,Cost reduction,3
15,NipponSteel,2020,Technology,2
15,NipponSteel,2020,Strength in development and technology,2
15,NipponSteel,2020,Execution of stringent measures on subjects such as individual companies’ scenarios for Zero Carbon formulation,0
15,NipponSteel,2020,Development of technology to fixate and utilize CO 2,0
15,NipponSteel,2020,"Setting of long-term ratio of our strategic products, such as high-tensile steel selection of products and facilities",2
15,NipponSteel,2021,Growing global awareness of climate change,1
15,NipponSteel,2021,Need for high-grade electrical steel sheets for realization of carbon neutrality,2
15,NipponSteel,2021,Need for breakthrough technology development in unexplored areas,2
15,NipponSteel,2021,Establishment of zero-carbon steel technology,2
15,NipponSteel,2021,"Installation of a new next-generation hot strip mill for stable, economical mass production",2
15,NipponSteel,2021,Digital transformation to streamline operations and decision-making,1
15,NipponSteel,2021,Pursuing world-leading technology and manufacturing capabilities,2
15,NipponSteel,2021,Need to enhance competitiveness as a material,2
15,NipponSteel,2021,Contribution to achieving sustainable development and the SDGs,1
15,NipponSteel,2021,Commitment to carbon neutrality and digital transformation,0
15,NipponSteel,2021,Maximizing the potential of steel and enhancing its competitiveness,2
15,NipponSteel,2022,Concern about climate issues threatening the future of mankind,1
15,NipponSteel,2022,Need for CO2 emission reductions of society,0
15,NipponSteel,2022,Achievement of carbon neutrality by 2050,0
15,NipponSteel,2022,Provision of products and solutions to customers,1
15,NipponSteel,2022,Stable production and continual profit generation,2
15,NipponSteel,2022,"Response to challenges of sustainability issues, such as expanded recycling",1
