company_id,company,year,barriers,topic
16,Baosteel,2022,Complexity of integrating coal ash with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from coal ash,3
16,Baosteel,2022,Complexity of hydrogen production and processing from municipal solid waste ash,3
16,Baosteel,2022,Limited availability of municipal solid waste ash resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating municipal solid waste ash with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from municipal solid waste ash,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from industrial waste ash,3
16,Baosteel,2022,Limited availability of industrial waste ash resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating industrial waste ash with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from industrial waste ash,3
16,Baosteel,2022,Complexity of hydrogen production and processing from agricultural waste ash,3
16,Baosteel,2022,Limited availability of agricultural waste ash resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating agricultural waste ash with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from agricultural waste ash,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater sludge,2
16,Baosteel,2022,Limited availability of wastewater sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from industrial wastewater sludge,2
16,Baosteel,2022,Limited availability of industrial wastewater sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating industrial wastewater sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from industrial wastewater sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from municipal wastewater sludge,2
16,Baosteel,2022,Limited availability of municipal wastewater sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating municipal wastewater sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from municipal wastewater sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from agricultural wastewater sludge,2
16,Baosteel,2022,Limited availability of agricultural wastewater sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating agricultural wastewater sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from agricultural wastewater sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from food waste sludge,2
16,Baosteel,2022,Limited availability of food waste sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating food waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from food waste sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from textile waste sludge,-1
16,Baosteel,2022,Limited availability of textile waste sludge resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating textile waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from textile waste sludge,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from plastic waste sludge,-1
16,Baosteel,2022,Limited availability of plastic waste sludge resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating plastic waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from plastic waste sludge,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from construction waste sludge,2
16,Baosteel,2022,Limited availability of construction waste sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating construction waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from construction waste sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from electronic waste sludge,-1
16,Baosteel,2022,Limited availability of electronic waste sludge resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating electronic waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from electronic waste sludge,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from hazardous waste sludge,2
16,Baosteel,2022,Limited availability of hazardous waste sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating hazardous waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from hazardous waste sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from medical waste sludge,2
16,Baosteel,2022,Limited availability of medical waste sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating medical waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from medical waste sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from nuclear waste sludge,2
16,Baosteel,2022,Limited availability of nuclear waste sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating nuclear waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from nuclear waste sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from coal ash sludge,3
16,Baosteel,2022,Limited availability of coal ash sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating coal ash sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from coal ash sludge,3
16,Baosteel,2022,Complexity of hydrogen production and processing from municipal solid waste sludge,2
16,Baosteel,2022,Limited availability of municipal solid waste sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating municipal solid waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from municipal solid waste sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from industrial waste sludge,2
16,Baosteel,2022,Limited availability of industrial waste sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating industrial waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from industrial waste sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from agricultural waste sludge,2
16,Baosteel,2022,Limited availability of agricultural waste sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating agricultural waste sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from agricultural waste sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge,2
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from industrial wastewater treatment plant sludge,2
16,Baosteel,2022,Limited availability of industrial wastewater treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating industrial wastewater treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from industrial wastewater treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from municipal wastewater treatment plant sludge,2
16,Baosteel,2022,Limited availability of municipal wastewater treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating municipal wastewater treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from municipal wastewater treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from agricultural wastewater treatment plant sludge,2
16,Baosteel,2022,Limited availability of agricultural wastewater treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating agricultural wastewater treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from agricultural wastewater treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from food waste treatment plant sludge,2
16,Baosteel,2022,Limited availability of food waste treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating food waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from food waste treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from textile waste treatment plant sludge,-1
16,Baosteel,2022,Limited availability of textile waste treatment plant sludge resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating textile waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from textile waste treatment plant sludge,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from plastic waste treatment plant sludge,-1
16,Baosteel,2022,Limited availability of plastic waste treatment plant sludge resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating plastic waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from plastic waste treatment plant sludge,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from construction waste treatment plant sludge,2
16,Baosteel,2022,Limited availability of construction waste treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating construction waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from construction waste treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from electronic waste treatment plant sludge,-1
16,Baosteel,2022,Limited availability of electronic waste treatment plant sludge resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating electronic waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from electronic waste treatment plant sludge,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from hazardous waste treatment plant sludge,2
16,Baosteel,2022,Limited availability of hazardous waste treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating hazardous waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from hazardous waste treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from medical waste treatment plant sludge,2
16,Baosteel,2022,Limited availability of medical waste treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating medical waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from medical waste treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from nuclear waste treatment plant sludge,2
16,Baosteel,2022,Limited availability of nuclear waste treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating nuclear waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from nuclear waste treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from coal ash treatment plant sludge,3
16,Baosteel,2022,Limited availability of coal ash treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating coal ash treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from coal ash treatment plant sludge,3
16,Baosteel,2022,Complexity of hydrogen production and processing from municipal solid waste treatment plant sludge,2
16,Baosteel,2022,Limited availability of municipal solid waste treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating municipal solid waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from municipal solid waste treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from industrial waste treatment plant sludge,2
16,Baosteel,2022,Limited availability of industrial waste treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating industrial waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from industrial waste treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from agricultural waste treatment plant sludge,2
16,Baosteel,2022,Limited availability of agricultural waste treatment plant sludge resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating agricultural waste treatment plant sludge with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from agricultural waste treatment plant sludge,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from industrial sources,2
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from industrial sources resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from industrial sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from industrial sources,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from municipal sources,2
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from municipal sources resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from municipal sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from municipal sources,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from agricultural sources,2
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from agricultural sources resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from agricultural sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from agricultural sources,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from food waste sources,2
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from food waste sources resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from food waste sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from food waste sources,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from textile waste sources,-1
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from textile waste sources resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from textile waste sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from textile waste sources,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from plastic waste sources,-1
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from plastic waste sources resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from plastic waste sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from plastic waste sources,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from construction waste sources,2
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from construction waste sources resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from construction waste sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from construction waste sources,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from electronic waste sources,-1
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from electronic waste sources resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from electronic waste sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from electronic waste sources,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from hazardous waste sources,2
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from hazardous waste sources resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from hazardous waste sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from hazardous waste sources,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from medical waste sources,2
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from medical waste sources resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from medical waste sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from medical waste sources,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from nuclear waste sources,2
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from nuclear waste sources resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from nuclear waste sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from nuclear waste sources,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from coal ash sources,3
16,Baosteel,2022,Limited availability of wastewater treatment plant sludge from coal ash sources resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater treatment plant sludge from coal ash sources with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater treatment plant sludge from coal ash sources,3
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater treatment plant sludge from municipal solid waste sources,2
16,Baosteel,2022,Limited availability of wastewater,3
16,Baosteel,2023,High costs associated with decarbonisation technologies and infrastructure.,0
16,Baosteel,2023,Complexity and uncertainty of transitioning to low-carbon production processes.,0
16,Baosteel,2023,Limited availability and high costs of low-carbon raw materials.,2
16,Baosteel,2023,Dependence on fossil fuels for certain production processes.,4
16,Baosteel,2023,Technical challenges in implementing carbon capture and storage (CCS) technologies.,8
16,Baosteel,2023,Regulatory and policy uncertainty affecting the transition to a low-carbon economy.,0
16,Baosteel,2023,Limited public acceptance of new low-carbon technologies and infrastructure.,15
16,Baosteel,2023,High upfront costs of investing in renewable energy and low-carbon technologies.,0
16,Baosteel,2023,Complexity of integrating low-carbon technologies into existing production processes.,0
16,Baosteel,2023,Limited availability of skilled workers with expertise in low-carbon technologies.,10
16,Baosteel,2023,High costs of decommissioning and repurposing existing fossil fuel-based infrastructure.,0
16,Baosteel,2023,Limited availability of low-carbon transportation options for raw materials and products.,2
16,Baosteel,2023,Complexity of managing supply chain emissions and transitioning suppliers to low-carbon practices.,1
16,Baosteel,2023,Limited availability of low-carbon energy sources in certain regions.,4
16,Baosteel,2023,High costs of implementing and maintaining a low-carbon supply chain.,-1
16,Baosteel,2023,Complexity of measuring and reporting on Scope 3 emissions.,16
16,Baosteel,2023,Limited availability of low-carbon technologies for certain industrial processes.,5
16,Baosteel,2023,High costs of implementing and maintaining carbon offsetting programs.,14
16,Baosteel,2023,Complexity of managing carbon credits and offsetting schemes.,14
16,Baosteel,2023,Limited availability of low-carbon financing options for industrial projects.,1
16,Baosteel,2023,Complexity of integrating low-carbon technologies into existing business models.,0
16,Baosteel,2023,Limited availability of low-carbon data and analytics tools for decision-making.,1
16,Baosteel,2023,High costs of implementing and maintaining a low-carbon data management system.,1
16,Baosteel,2023,Complexity of managing low-carbon data and analytics across the supply chain.,1
16,Baosteel,2023,Limited availability of low-carbon standards and certifications for products and services.,7
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon standards and certifications.,7
16,Baosteel,2023,Limited availability of low-carbon training and education programs for workers.,10
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon training and education programs.,10
16,Baosteel,2023,Limited availability of low-carbon research and development funding for industrial projects.,1
16,Baosteel,2023,Complexity of managing low-carbon research and development partnerships with academia and industry.,1
16,Baosteel,2023,Limited availability of low-carbon policy and regulatory frameworks for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon policy and regulatory frameworks.,1
16,Baosteel,2023,Limited availability of low-carbon public awareness and education campaigns.,11
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon public awareness and education campaigns.,11
16,Baosteel,2023,Limited availability of low-carbon community engagement and outreach programs.,11
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon community engagement and outreach programs.,11
16,Baosteel,2023,Limited availability of low-carbon stakeholder engagement and consultation processes.,11
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon stakeholder engagement and consultation processes.,11
16,Baosteel,2023,Limited availability of low-carbon reporting and disclosure frameworks for industrial projects.,7
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon reporting and disclosure frameworks.,7
16,Baosteel,2023,Limited availability of low-carbon certification and labeling schemes for products and services.,7
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon certification and labeling schemes.,7
16,Baosteel,2023,Limited availability of low-carbon industry standards and best practices for industrial projects.,7
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon industry standards and best practices.,7
16,Baosteel,2023,Limited availability of low-carbon technology transfer and collaboration mechanisms for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon technology transfer and collaboration mechanisms.,1
16,Baosteel,2023,Limited availability of low-carbon intellectual property protection mechanisms for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon intellectual property protection mechanisms.,1
16,Baosteel,2023,Limited availability of low-carbon trade policies and agreements for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon trade policies and agreements.,1
16,Baosteel,2023,Limited availability of low-carbon international cooperation and collaboration mechanisms for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon international cooperation and collaboration mechanisms.,1
16,Baosteel,2023,Limited availability of low-carbon climate change adaptation and resilience financing options for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change adaptation and resilience financing options.,1
16,Baosteel,2023,Limited availability of low-carbon climate change mitigation financing options for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change mitigation financing options.,1
16,Baosteel,2023,Limited availability of low-carbon climate change research and development funding for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change research and development funding.,-1
16,Baosteel,2023,Limited availability of low-carbon climate change policy and regulatory frameworks for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change policy and regulatory frameworks.,1
16,Baosteel,2023,Limited availability of low-carbon climate change public awareness and education campaigns for industrial projects.,11
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change public awareness and education campaigns.,11
16,Baosteel,2023,Limited availability of low-carbon climate change community engagement and outreach programs for industrial projects.,11
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change community engagement and outreach programs.,11
16,Baosteel,2023,Limited availability of low-carbon climate change stakeholder engagement and consultation processes for industrial projects.,11
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change stakeholder engagement and consultation processes.,11
16,Baosteel,2023,Limited availability of low-carbon climate change reporting and disclosure frameworks for industrial projects.,7
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change reporting and disclosure frameworks.,7
16,Baosteel,2023,Limited availability of low-carbon climate change certification and labeling schemes for industrial projects.,7
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change certification and labeling schemes.,7
16,Baosteel,2023,Limited availability of low-carbon climate change industry standards and best practices for industrial projects.,7
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change industry standards and best practices.,7
16,Baosteel,2023,Limited availability of low-carbon climate change technology transfer and collaboration mechanisms for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change technology transfer and collaboration mechanisms.,1
16,Baosteel,2023,Limited availability of low-carbon climate change intellectual property protection mechanisms for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change intellectual property protection mechanisms.,1
16,Baosteel,2023,Limited availability of low-carbon climate change trade policies and agreements for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change trade policies and agreements.,1
16,Baosteel,2023,Limited availability of low-carbon climate change international cooperation and collaboration mechanisms for industrial projects.,1
16,Baosteel,2023,Complexity of implementing and maintaining low-carbon climate change international cooperation and collaboration mechanisms.,1
16,Baosteel,2023,Complexity of implementing and maintaining,0
2,Acerinox,2022,Amount of provisions and guarantees for environmental risks,1
2,Acerinox,2022,Application of the precautionary principle,1
2,Acerinox,2022,Pollution,0
2,Acerinox,2022,Resources allocated to preventing environmental risks,1
2,Acerinox,2022,Supplier environmental assessment,0
2,Acerinox,2023,Decrease in demand,1
2,Acerinox,2023,Transition - market,1
2,Acerinox,2023,Low and moderate 2030 and 2050 Changes in customer preferences,1
2,Acerinox,2023,Physical risks include the highest level identified at any of our facilities,1
2,Acerinox,2023,Costs of measures associated with climate risks,1
2,Acerinox,2024,Risk associated with the introduction of mechanisms or levies that tax carbon emissions,14
2,Acerinox,2024,"Indirect impact on supply chains, implying potential additional operating costs in inputs and energy prices",6
2,Acerinox,2024,Transition risks related to carbon taxation mechanisms,14
2,Acerinox,2024,Physical risks related to water stress at the Acerinox Europa and Columbus Stainless factories,0
2,Acerinox,2024,Decrease in demand,1
2,Acerinox,2024,Changes in customer preferences,1
2,Acerinox,2024,Setting of 2030 sustainability targets,-1
2,Acerinox,2024,Transition - market,1
2,Acerinox,2024,Transition - political or legal,1
2,Acerinox,2024,Limited water supply or interruption of water supply for extended periods of time,0
2,Acerinox,2024,Increased water treatment costs due to the low quality of the resource,0
8,Voestalpine,2013,High costs of low-carbon technologies and infrastructure.,0
8,Voestalpine,2013,Limited availability of low-carbon technologies and infrastructure.,5
8,Voestalpine,2013,High upfront investment costs for decarbonisation projects.,0
8,Voestalpine,2013,Complexity of integrating low-carbon technologies into existing systems.,0
8,Voestalpine,2013,Limited public acceptance of new low-carbon technologies and infrastructure.,15
8,Voestalpine,2013,Regulatory and policy uncertainty affecting decarbonisation investments.,0
8,Voestalpine,2013,Limited availability of low-carbon energy sources in certain regions.,4
8,Voestalpine,2013,High costs of carbon capture and storage technologies.,8
8,Voestalpine,2013,Limited availability of skilled workforce for decarbonisation projects.,10
8,Voestalpine,2013,Complexity of measuring and verifying GHG emissions reductions.,16
8,Voestalpine,2013,Limited availability of low-carbon materials and supply chain options.,2
8,Voestalpine,2013,High costs of low-carbon transportation and logistics.,-1
8,Voestalpine,2013,Limited availability of low-carbon fuels and energy sources.,4
8,Voestalpine,2013,Complexity of integrating low-carbon materials into existing supply chains.,0
8,Voestalpine,2013,Limited public awareness and education on the importance of decarbonisation.,15
8,Voestalpine,2013,Regulatory and policy barriers to the adoption of low-carbon technologies.,-1
8,Voestalpine,2013,Limited availability of low-carbon financing options and incentives.,1
8,Voestalpine,2013,Complexity of assessing and managing decarbonisation-related risks.,0
8,Voestalpine,2013,Limited availability of low-carbon data and monitoring systems.,1
8,Voestalpine,2013,High costs of low-carbon research and development.,0
8,Voestalpine,2013,Limited availability of low-carbon standards and certifications.,7
8,Voestalpine,2013,Complexity of integrating low-carbon technologies into existing business models.,0
8,Voestalpine,2013,Limited public support for decarbonisation policies and regulations.,15
8,Voestalpine,2013,Regulatory and policy barriers to the adoption of low-carbon energy sources.,-1
8,Voestalpine,2013,Limited availability of low-carbon storage and grid infrastructure.,4
8,Voestalpine,2013,Complexity of managing decarbonisation-related supply chain risks.,0
8,Voestalpine,2013,Limited availability of low-carbon materials and products.,2
8,Voestalpine,2013,High costs of low-carbon certification and labeling.,7
8,Voestalpine,2013,Limited availability of low-carbon education and training programs.,10
8,Voestalpine,2013,Complexity of integrating low-carbon technologies into existing manufacturing processes.,0
8,Voestalpine,2013,Limited public awareness of the benefits of decarbonisation.,15
8,Voestalpine,2013,Regulatory and policy barriers to the adoption of low-carbon transportation options.,-1
8,Voestalpine,2013,Limited availability of low-carbon fuels and energy sources for transportation.,4
8,Voestalpine,2013,Complexity of managing decarbonisation-related risks in global supply chains.,0
8,Voestalpine,2013,Limited availability of low-carbon data and monitoring systems for supply chains.,1
8,Voestalpine,2013,High costs of low-carbon research and development for new technologies.,-1
8,Voestalpine,2013,Limited availability of low-carbon standards and certifications for products.,7
8,Voestalpine,2013,Complexity of integrating low-carbon technologies into existing product design.,0
8,Voestalpine,2013,Limited public support for low-carbon policies and regulations.,15
8,Voestalpine,2013,Regulatory and policy barriers to the adoption of low-carbon materials and products.,-1
8,Voestalpine,2013,Limited availability of low-carbon financing options and incentives for small and medium-sized enterprises.,1
8,Voestalpine,2013,Complexity of managing decarbonisation-related risks in small and medium-sized enterprises.,0
8,Voestalpine,2013,Limited availability of low-carbon education and training programs for small and medium-sized enterprises.,10
8,Voestalpine,2013,High costs of low-carbon certification and labeling for small and medium-sized enterprises.,7
8,Voestalpine,2013,Limited availability of low-carbon data and monitoring systems for small and medium-sized enterprises.,1
8,Voestalpine,2013,Complexity of integrating low-carbon technologies into existing business models for small and medium-sized enterprises.,0
8,Voestalpine,2013,Limited public awareness of the benefits of low-carbon technologies and practices.,15
8,Voestalpine,2013,Regulatory and policy barriers to the adoption of low-carbon practices and technologies in small and medium-sized enterprises.,-1
8,Voestalpine,2013,Regulatory and policy barriers to the adoption of low-carbon practices and technologies.,-1
8,Voestalpine,2013,Complexity of managing decarbonisation-related risks.,0
